produto;descrição;qut;precro_bruto;prateleira
401215092;GP BLFA SOLEX 30 34 FORD ESCORT CORCEL DEL REY BEL;0,;5,91;
401215140;GP BLFA SOLEX 30 34 FORD ESCORT CORCEL DEL REY BEL;0,;5,91;
401215170;GP BLFA SOLEX 30 34 FORD ESCORT CORCEL DEL REY BEL;0,;5,91;
401215190;GP BLFA SOLEX 30 34 FORD ESCORT CORCEL DEL REY BEL;0,;5,91;
401215205;GP BLFA SOLEX 30 34 FORD ESCORT CORCEL DEL REY BEL;0,;5,91;
4012110165;GP WEBER 446 GM OPALA CARAVAN PICK UP 4 6 CIL 165;0,;11,78;
4012110125;GP WEBER 446 GM OPALA CARAVAN PICK-UP 4 6 CIL 125;0,;11,78;
401211125;GP WEBER 446 GM OPALA CARAVAN PICK-UP 4CIL 6CIL 12;0,;13,22;
401211165;GP WEBER 446 GM OPALA CARAVAN PICK-UP 4CIL 6CIL 16;0,;11,90;
401203077;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203090;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203095;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,32;
401203097;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203100;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203102;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,32;
401203105;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203110;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203112;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203115;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203117;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203120;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,95;
401203122;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203125;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203127;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203130;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203132;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203135;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,32;
401203137;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203140;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203142;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203145;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203147;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203150;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,32;
401203152;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203155;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203157;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203160;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203162;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203165;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203170;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203175;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203180;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203185;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203190;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203195;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203210;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,80;
401203107;GPCHT WEBER 460 FORD CORCEL II DEL REY ESCORT GM C;0,;4,32;
401210022;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210023;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210024;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210025;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210026;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210027;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210028;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210029;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210030;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210031;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210032;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210033;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210034;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401210035;GPDFV WEBER 228 DFV FORD CORCEL II BELINA DEL REY;0,;5,32;
401209042;GPML WEBER 190 495 450 M ANT 042 FORD ESCORT VERSA;0,;8,42;
401209045;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209047;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209050;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209052;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209055;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209057;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209060;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209062;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209065;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209070;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;7,58;
401209075;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
401209090;GPML WEBER 190 495 450 M ANT FORD ESCORT VERSAILLE;0,;8,42;
4012118065;GPML WEBER 446 GM OPALA CARAVAN PICK UP 4 6 CIL 06;0,;35,43;
4012118047;GPML WEBER 446 GM OPALA CARAVAN PICK-UP 4 6 CIL;0,;39,37;
40121190;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121185;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121180;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121170;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121172;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121175;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121177;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121140;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121145;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121147;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121150;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121152;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121155;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121157;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
40121160;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121162;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;6,81;
40121165;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;7,58;
401211045;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211050;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211057;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211065;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211075;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211085;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211040;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211052;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211055;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211060;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211062;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211070;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211072;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211077;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211080;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401211090;GPML WEBER 460 FORD CORCEL II BELINA DEL REY GM CH;0,;8,42;
401220120;GPMP GPTLDZ WEBER 190 495 450 M PROG FD ESCO VERSA;0,;4,32;
401220105;GPMP GPTLDZ WEBER 190 495 450 M PROG FD ESCOR VERS;0,;4,80;
401220125;GPMP GPTLDZ WEBER 190 495 450 M PROG FD ESCOR VERS;0,;4,95;
401220117;GPMP GPTLDZ WEBER 190 495 450 M PROG FD ESCORT VER;0,;4,32;
401220112;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESC VERS;0,;4,32;
401220115;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCOR VE;0,;5,28;
401220122;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,32;
401220107;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,32;
401220110;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220080;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220085;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220090;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220095;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,32;
401220100;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220102;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220127;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220130;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,32;
401220132;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220135;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220137;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220140;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220142;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220145;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220147;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220150;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220152;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220155;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220157;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220160;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220162;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220165;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,32;
401220167;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220170;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220175;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220177;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220180;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220185;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220187;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220190;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220192;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220195;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220200;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401220205;GPMP GPTLDZ WEBER 190 495 450 M PROG FORD ESCORT V;0,;4,80;
401204110;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204120;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204130;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204135;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204137;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204140;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204142;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204145;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204147;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204150;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204160;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204162;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;10,27;
401204170;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204172;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204175;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
401204180;GPMS SOLEX 35 ALFA 1 FIAT UNO 147 FURGAO FIORINO P;0,;8,92;
3001MT;GRAXA AZUL EM SACHE DE 40 GRS S BICO GRAXA ESPECIA;0,;2,53;
3003MT;GRAXA AZUL EM SACHE S/BICO DE 50 GRS GRAXA ESPECIA;0,;3,06;
3006MT;GRAXA AZUL PARA MOTO C/BICO DE 80 GRS 3006 COD ANP;0,;5,36;
6002MT;GRAXA BR DE CAL EM SACHE PARA MOTO C/B DE 80 GR -;0,;4,29;
4001MT;GRAXA BRANCA DE LITIO EM SACHE C/BICO;0,;5,78;
1001MT;GRAXA GRAFITADA EM SACHE DE 50 GRS SEM BICO USO GE;0,;2,15;
1002MT;GRAXA GRAFITADA EM SACHE DE 80 GRS -2 COD ANP 6501;0,;3,32;
1005MT;GRAXA GRAFITADA SACHE P/ MOTO C/BICO DE 80G - 2 CO;0,;3,37;
M24;GUAR. TERM. BOMBA D'AGUA FIAT;0,;4,29;
4112103;GUARDA-PO INJECAO VW GOL POWER 1.0 KOMBI 1.4 GOLF;0,;42,52;
338.509;GUARN PTA CAMINHAO CARGO (ANTIGO) TDS S/ABA 4,5 MT;2,;61,46;
337.416;GUARN PTA CAMINHAO VW CONSTELLATION 4,50 MTS;5,;84,38;
339.282;GUARN PTA CENTRAL SPRINTER 97/11 - 5,60M;5,;110,62;
337.970;GUARN PTA DIANT/TRAS ONIX/COBALT/PRISMA/SPIN 3,80M;1,;114,84;
337.430;GUARN PTA FOX 4 PTAS 3,50 MTS;2,;69,38;
337.408;GUARN PTA GOL G V 2/4 PTAS 4,00 MTS;2,;79,27;
339.607;GUARN PTA HILUX 05> 4 PTAS 3,70 MTS;1,;114,84;
337.955;GUARN PTA LAT ZAFIRA/MERIVA/NV CORSA/ASTRA/VEC 3.7;2,;74,62;
337.025;GUARN PTA TRIBULBO ABA LARGA KADETT/IPANEMA 91>;1,;59,65;
391701061BN;GUARNIÇÃO CUBA CARBURADOR HONDA MOTOR - 250CC;0,;2,74;
39170102BN;GUARNIÇÃO CUBA CARBURADOR HONDA MOTOR - C100;0,;3,60;
7117VP;GUARNIÇÃO DA FLANGE DE COMBUSTÍVEL CITROEN C3 / PE;94,;11,61;
7132VP;GUARNIÇÃO DA FLANGE DE COMBUSTÍVEL HONDA CIVIC FLE;10,;12,24;
7129VP;GUARNIÇÃO DA FLANGE DE COMBUSTÍVEL HONDA NEW CIVIC;5,;13,09;
7036VP;GUARNIÇÃO DA FLANGE DE COMBUSTÍVEL VW GOL 96, SANT;1,;12,35;
731145;GUARNICAO DO RESERVATORIO DE PARTIDA FIESTA/ECO;0,;4,20;
7111115;GUARNICAO DO RESERVATORIO DE PARTIDA FOX/POLO/GOL;0,;3,45;
741149;GUARNICAO DO RESERVATORIO DE PARTIDA LINHA FIAT;0,;4,41;
337.421;GUARNICAO PTA TRIBULTO C/ABA GOL/PRT/SAV G II/III/;4,;54,86;
112762030;GUIA DE VALVULA (L) FORD KA 1.0 12V STD FCI A03AB1;168,;19,02;
111765045;GUIA DE VALVULA ADM CIVIC 1.6 16V STD FCI 844B172C;24,;21,04;
11542040;GUIA DE VALVULA ADM CORSA 1.0 16V STD FCI BCC8767D;216,;15,47;
112932030;GUIA DE VALVULA ADM DRAGON 1.5 12V FCI 45C59FF5-99;0,;12,42;
112741064;GUIA DE VALVULA ADM HB20 1.0 L STD (L) FCI EFD82A0;24,;20,07;
112493008;GUIA DE VALVULA ADM L200 3.2 4M41 STD FCI 8418E8B3;24,;20,33;
112505064;GUIA DE VALVULA ADM TUCSON 2.0 16V STD FCI A89E2D5;24,;18,02;
122790010;GUIA DE VALVULA ADM VW UP 1.0 12V 2016 STD (LL);24,;30,80;
122229031;GUIA DE VALVULA CLIO 1.0 16V FLEX STD FCI C30C7918;24,;16,29;
121680031;GUIA DE VALVULA CLIO 1.0/1.6 16V STD FCI 738AD4CB-;24,;17,84;
112998040;GUIA DE VALVULA ECOTEC 1.0L 12V ADM/ESC;12,;9,07;
111764045;GUIA DE VALVULA ESC CIVIC 1.6 16V STD FCI 7C98413F;24,;23,91;
112742064;GUIA DE VALVULA ESC HB20 1.0 L STD (L) FCI 89B0BC7;24,;20,07;
112494008;GUIA DE VALVULA ESC L200 3.2 4M41 STD FCI BB2E4714;24,;19,11;
112506064;GUIA DE VALVULA ESC TUCSON 2.0 16V STD FCI 02475E9;24,;18,49;
112791010;GUIA DE VALVULA ESC VW UP 1.0 12V 2016... STD (LL);0,;18,69;
112610030;GUIA DE VALVULA FIESTA 1.6 16V FLEX STD (L) FCI 18;24,;13,33;
111922070;GUIA DE VALVULA FIRE 1.4 / EVO 1.0 STD FCI B2753BE;168,;14,58;
112973070;GUIA DE VALVULA FIREFLY 1.3L 8V ADM/ESC;8,;28,22;
12725010;GUIA DE VALVULA GOL 1.0 POWER 8V/16V STD1;192,;10,98;
111876098;GUIA DE VALVULA HILUX 3.0 STD FCI 25290F91-027D-4A;12,;18,58;
112501007;GUIA DE VALVULA MARCH 1.0 12V / 1.6 16V STD (LL) F;0,;19,67;
122743031;GUIA DE VALVULA MASTER 2.3 16V STD (L);0,;20,56;
112438070;GUIA DE VALVULA MULTIJET 2.3 16V STD FCI D243D5F4-;24,;17,04;
112561070;GUIA DE VALVULA PALIO 1.6/1.8 16V ETORQ STD FCI 2F;0,;14,22;
111086070;GUIA DE VALVULA PALIO FIRE 1.0 8V STD FCI B9C28E2B;144,;15,13;
112414014;GUIA DE VALVULA PEUGEOT 1.4 8V STD FCI DD8BC274-AD;24,;19,67;
112854098;GUIA DE VALVULA TOYOTA HILUX ADM;24,;5,87;
112811070;GUIA VALVULA ADMISSAO/ESCAPE FIREFLY 1.0 6V STD FC;12,;28,22;
112812031;GUIA VALVULA ADMISSAO/ESCAPE KWID1.0 12V STD;24,;27,51;
401108045;INJ CARB SOLEX 2E FORD ESCORT VERONA 1 8 2 0 GM MO;0,;23,91;
401108050;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;23,91;
401108055;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;26,78;
401108060;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401108070;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401108080;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401108035;INJ CARB SOLEX 2E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401116040;INJ CARB SOLEX 30 34 BLFA FORD ESCORT CORCEL BELIN;0,;17,40;
401116050;INJ CARB SOLEX 30 34 BLFA FORD ESCORT CORCEL BELIN;0,;17,40;
401116070;INJ CARB SOLEX 30 34 BLFA FORD ESCORT CORCEL BELIN;0,;8,81;
401116080;INJ CARB SOLEX 30 34 BLFA FORD ESCORT CORCEL BELIN;0,;17,40;
401117080;INJ CARB SOLEX 30 34 BLFA GM MONZA 1.8 85 A 86 VAZ;0,;17,40;
401122050;INJ CARB SOLEX 30 34 BLFA GM MONZA 1.8 85 A 86 VAZ;0,;8,22;
401107040;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;15,03;
401107050;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;9,;15,03;
401107055;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;15,03;
401107070;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;15,03;
401107080;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;6,87;
401107045;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;15,03;
401107060;INJ CARB SOLEX 30 PIC 31 PICT VW SEDAN 1200 FUSCA;0,;15,03;
401118040;INJ CARB SOLEX 32 34 PDSIT VW KOMBI 1600 91/... VA;0,;15,03;
401118050;INJ CARB SOLEX 32 34 PDSIT VW KOMBI 1600 91/... VA;0,;15,03;
401118060;INJ CARB SOLEX 32 34 PDSIT VW KOMBI 1600 91/... VA;0,;15,03;
401118070;INJ CARB SOLEX 32 34 PDSIT VW KOMBI 1600 91/... VA;0,;15,03;
401123045;INJ CARB SOLEX 32 DIDTA IMPORTADO VW PASSAT TS VAZ;0,;34,90;
401113050;INJ CARB SOLEX 32 DIS FIAT 147 1050 1300 76 A 82 V;0,;45,69;
401113065;INJ CARB SOLEX 32 DIS FIAT 147 1050 1300 76 A 82 V;0,;21,67;
401113070;INJ CARB SOLEX 32 DIS FIAT 147 1050 1300 76 A 82 V;0,;45,69;
401115105;INJ CARB SOLEX 34 SEIE GM CHEVETTE HATCH MARAJO 1.;0,;8,79;
401115150;INJ CARB SOLEX 34 SEIE GM CHEVETTE HATCH MARAJO 1.;0,;15,03;
401119050;INJ CARB SOLEX 35 ALFA 1 FIAT FIORINO OGGI UNO PRE;0,;7,63;
401119080;INJ CARB SOLEX 35 ALFA 1 FIAT FIORINO OGGI UNO PRE;0,;8,79;
401119100;INJ CARB SOLEX 35 ALFA 1 FIAT FIORINO OGGI UNO PRE;0,;8,54;
401120100;INJ CARB SOLEX 35 ALFA 1 FIAT FIORINO OGGI UNO PRE;0,;12,30;
401112050;INJ CARB SOLEX 35 PDSI FIAT ALFA ROMEU FORD CORCEL;0,;15,03;
401112075;INJ CARB SOLEX 35 PDSI FIAT ALFA ROMEU FORD CORCEL;0,;15,03;
401112085;INJ CARB SOLEX 35 PDSI FIAT ALFA ROMEU FORD CORCEL;0,;15,03;
401124050;INJ CARB SOLEX 35 PDSI GM CHEVETTE HATCH MARAJO CH;0,;15,03;
401111080;INJ CARB SOLEX 35 PDSI VW PASSAT VOYAGE 1 5 74 A 8;0,;15,03;
401111085;INJ CARB SOLEX 35 PDSI VW PASSAT VOYAGE 1 5 74 A 8;0,;15,03;
401111050;INJ CARB SOLEX 35 PDSI VW PASSAT VOYAGE 1.5 74 A 8;0,;15,03;
401110035;INJ CARB SOLEX 3E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;24,63;
401110060;INJ CARB SOLEX 3E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;24,63;
401110070;INJ CARB SOLEX 3E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401110080;INJ CARB SOLEX 3E FORD ESCORT VERONA 1.8 2.0 GM MO;0,;52,77;
401114080;INJ CARB SOLEX 40 DEIS FORD JEEP PICK UP RURAL 230;0,;15,03;
401114060;INJ CARB SOLEX 40 DEIS FORD JEEP PICK-UP RURAL 230;0,;15,03;
401121060;INJ CARB SOLEX 40 EIS FORD JEEP PICK-UP RURAL 2300;0,;23,25;
401121070;INJ CARB SOLEX 40 EIS FORD JEEP PICK-UP RURAL 2300;0,;15,03;
401109040;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
401109045;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
401109050;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
401109055;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
401109060;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
401109070;INJ CARB SOLEX DUPLO 32 PDSI VW SEDAN FUSCA BR KB;0,;15,03;
4011010357;INJ CARB WEBER 190 460 FIAT UNO FORD CORCEL BELINA;0,;27,32;
4011010402;INJ CARB WEBER 190 460 FIAT UNO FORD CORCEL BELINA;0,;45,69;
4011010407;INJ CARB WEBER 190 460 FIAT UNO FORD CORCEL BELINA;0,;45,69;
4011010452;INJ CARB WEBER 190 460 FIAT UNO FORD CORCEL BELINA;0,;45,69;
4011010457;INJ CARB WEBER 190 460 FIAT UNO FORD CORCEL BELINA;0,;45,69;
